code,k,maxtr,ymode,tr_ann,tr_sr,tr_n,tr_bp,tr_win,tr_pf,va_ann,va_sr,va_n,va_bp,va_win,va_pf
CNI2000,2.0,3,long,21.309292599330195,1.2586305552533563,609,21.309866216186617,58.45648604269294,1.7799410750901026,9.030809883283252,0.5421055198751477,260,8.526883858900792,53.46153846153846,1.2469704543671691
CNI2000,2.5,1,none,12.648910431842623,1.5005297220741776,194,39.70821552669877,65.97938144329896,2.3731838370492344,4.126587331832348,0.5347870024435439,77,13.156407343876817,59.74025974025974,1.326807948720611
CNI2000,2.5,1,all,7.57929798590864,1.1776482171317568,194,23.793385176314516,64.43298969072166,1.9069742677060484,-4.957837736228473,-0.6613802690455223,77,-15.806604236751419,50.649350649350644,0.693485885728831
CNI2000,2.5,1,long,12.648910431842623,1.5005297220741776,194,39.70821552669877,65.97938144329896,2.3731838370492344,4.126587331832348,0.5347870024435439,77,13.156407343876817,59.74025974025974,1.326807948720611
CNI2000,2.5,3,none,19.720557856656022,1.2849937933264697,351,34.21693168814025,63.817663817663814,2.2662604140726335,9.795476758062142,0.7932344841098321,142,16.934572206416593,56.33802816901409,1.5214108023882458
CNI2000,2.5,3,all,6.451756419082989,0.7872682387640644,351,11.194374432251319,53.84615384615385,1.450133946372438,-9.48173629556952,-0.858945858081254,142,-16.392172826847567,45.07042253521127,0.6402666161846348
CNI2000,2.5,3,long,19.720557856656022,1.2849937933264697,351,34.21693168814025,63.817663817663814,2.2662604140726335,9.795476758062142,0.7932344841098321,142,16.934572206416593,56.33802816901409,1.5214108023882458
CNI2000,3.0,1,none,9.428081455205039,1.211670450928032,134,42.84967287262872,65.67164179104478,2.3093049816916587,5.996902946319324,0.8852038392883264,49,30.04470445671859,61.224489795918366,1.909420347784801
CNI2000,3.0,1,all,4.761899381306417,0.828421610167879,134,21.642349157760385,61.19402985074627,1.7382365488281626,-1.1167301060162333,-0.168157741808492,49,-5.594858928602578,51.02040816326531,0.8843437696998412
CNI2000,3.0,1,long,9.428081455205039,1.211670450928032,134,42.84967287262872,65.67164179104478,2.3093049816916587,5.996902946319324,0.8852038392883264,49,30.04470445671859,61.224489795918366,1.909420347784801
CNI2000,3.0,3,none,15.576720981161493,1.1018054346471875,232,40.889993248314674,64.22413793103449,2.3614968950841675,10.529471957186027,1.0412539897235997,88,29.373852935704306,56.81818181818182,2.0996216199400695
CNI2000,3.0,3,all,3.6021932030750943,0.5098469936242822,232,9.456011694053116,50.0,1.3414063028534484,-4.849170960886453,-0.5206566754255167,88,-13.527633222666664,44.31818181818182,0.7001989305533282
CNI2000,3.0,3,long,15.576720981161493,1.1018054346471875,232,40.889993248314674,64.22413793103449,2.3614968950841675,10.529471957186027,1.0412539897235997,88,29.373852935704306,56.81818181818182,2.0996216199400695
